domain,key,en,ko,aliases
base,Blunt Quiver,Blunt Quiver,Blunt 화살통,
base,Boarding Hatchet,Boarding Hatchet,Boarding Hatchet,
base,Bold Sabatons,Bold Sabatons,Bold Sabatons,
base,Bolstered Mitts,Bolstered Mitts,Bolstered 장갑,
base,Bolting Quarterstaff,Bolting Quarterstaff,Bolting 육척봉,
base,Bombard Crossbow,Bombard Crossbow,Bombard 쇠뇌,
base,Bone Raiment,Bone Raiment,뼈 의복,
base,Bone Wand,Bone Wand,뼈 마법봉,
base,Bound Boots,Bound Boots,Bound Boots,
base,Bound Bracers,Bound Bracers,Bound Bracers,
base,Bound Cuffs,Bound Cuffs,Bound 소맷단,
base,Bound Leggings,Bound Leggings,Bound 각반,
base,Bound Sandals,Bound Sandals,Bound Sandals,
base,Braced Sabatons,Braced Sabatons,Braced Sabatons,
base,Braced Tower Shield,Braced Tower Shield,Braced 타워 방패,
base,Braided Cuffs,Braided Cuffs,Braided 소맷단,
base,Branched Spear,Branched Spear,Branched 창,
base,Breach Ring,Breach Ring,Breach 반지,
base,Brigand Mace,Brigand Mace,Brigand Mace,
base,Brigand Mask,Brigand Mask,Brigand Mask,
base,Brimmed Helm,Brimmed Helm,Brimmed Helm,
base,Broad Greatsword,Broad Greatsword,Broad Greatsword,
base,Broad Spear,Broad Spear,Broad 창,
base,Broadhead Quiver,Broadhead Quiver,Broadhead 화살통,
base,Broadsword,Broadsword,Broadsword,
base,Bronze Greaves,Bronze Greaves,Bronze Greaves,
base,Buckled Wraps,Buckled Wraps,Buckled 손싸개,
base,Bulwark Greaves,Bulwark Greaves,Bulwark Greaves,
base,Bulwark Tower Shield,Bulwark Tower Shield,Bulwark 타워 방패,
base,Burnished Gauntlets,Burnished Gauntlets,Burnished Gauntlets,
base,Cabalist Helm,Cabalist Helm,Cabalist Helm,
base,Calescent Hammer,Calescent Hammer,Calescent 망치,
base,Calm Leg,Calm Leg,Calm Leg,
base,Cambric Wraps,Cambric Wraps,Cambric 손싸개,
base,Cannonade Crossbow,Cannonade Crossbow,Cannonade 쇠뇌,
base,Captain Gauntlets,Captain Gauntlets,Captain Gauntlets,
base,Carved Greaves,Carved Greaves,Carved Greaves,
base,Carved Targe,Carved Targe,Carved Targe,
base,Carving Hatchet,Carving Hatchet,Carving Hatchet,
base,Caster Arm,Caster Arm,시전자 Arm,
base,Cavalry Boots,Cavalry Boots,Cavalry Boots,
base,Cavalry Bow,Cavalry Bow,Cavalry 활,
base,Ceremonial Halberd,Ceremonial Halberd,Ceremonial Halberd,
base,Ceremonial Robe,Ceremonial Robe,Ceremonial 로브,
base,Chain Flail,Chain Flail,연쇄 도리깨,
base,Chain Mail,Chain Mail,연쇄 갑옷,
base,Chain Tiara,Chain Tiara,연쇄 관,
base,Chain Vestments,Chain Vestments,연쇄 Vestments,
base,Champion Cuirass,Champion Cuirass,Champion 흉갑,
base,Champion Helm,Champion Helm,Champion Helm,
base,Changeling Talisman,Changeling Talisman,Changeling 부적,
base,Charmed Shoes,Charmed Shoes,Charmed Shoes,
base,Charred Shortsword,Charred Shortsword,Charred Shortsword,
base,Chieftain Cuirass,Chieftain Cuirass,Chieftain 흉갑,
base,Chiming Staff,Chiming Staff,Chiming Staff,
base,Chiseled Targe,Chiseled Targe,Chiseled Targe,
base,Cinched Boots,Cinched Boots,Cinched Boots,
base,Cinderbark Talisman,Cinderbark Talisman,Cinderbark 부적,
base,Cinquedea,Cinquedea,Cinquedea,
base,Clandestine Jacket,Clandestine Jacket,Clandestine Jacket,
base,Clasped Sceptre,Clasped Sceptre,Clasped Sceptre,
base,Cleansing Charm,Cleansing Charm,Cleansing 참,
base,Cleric Vestments,Cleric Vestments,Cleric Vestments,
base,Cloaked Mail,Cloaked Mail,Cloaked 갑옷,
base,Closed Helm,Closed Helm,Closed Helm,
base,Coiled Buckler,Coiled Buckler,Coiled 버클러,
base,Colossal Life Flask,Colossal Life Flask,Colossal 생명력 플라스크,
base,Colossal Mana Flask,Colossal Mana Flask,Colossal 마나 플라스크,
base,Colosseum Plate,Colosseum Plate,Colosseum Plate,
base,Combat Arm,Combat Arm,전투 Arm,
base,Commander Gauntlets,Commander Gauntlets,Commander Gauntlets,
base,Commander Greathelm,Commander Greathelm,Commander Greathelm,
base,Commander Sword,Commander Sword,Commander Sword,
base,Commanding Arm,Commanding Arm,Commanding Arm,
base,Composite Bow,Composite Bow,Composite 활,
base,Condemned Talisman,Condemned Talisman,Condemned 부적,
base,Conjurer Mantle,Conjurer Mantle,Conjurer Mantle,
base,Conqueror Plate,Conqueror Plate,Conqueror Plate,
base,Construct Crossbow,Construct Crossbow,Construct 쇠뇌,
base,Construct Hammer,Construct Hammer,Construct 망치,
base,Corroded Greathelm,Corroded Greathelm,Corroded Greathelm,
base,Corroded Longsword,Corroded Longsword,Corroded Longsword,
base,Corsair Cap,Corsair Cap,Corsair Cap,
base,Corsair Coat,Corsair Coat,Corsair Coat,
base,Corsair Vest,Corsair Vest,Corsair Vest,
base,Corvus Mantle,Corvus Mantle,Corvus Mantle,
base,Coursing Spear,Coursing Spear,Coursing 창,
base,Covered Sabatons,Covered Sabatons,Covered Sabatons,
base,Covert Hood,Covert Hood,Covert Hood,
base,Cowled Helm,Cowled Helm,Cowled Helm,
base,Crackling Quarterstaff,Crackling Quarterstaff,Crackling 육척봉,
base,Crescent Axe,Crescent Axe,Crescent Axe,
base,Crescent Quarterstaff,Crescent Quarterstaff,Crescent 육척봉,
base,Crescent Targe,Crescent Targe,Crescent Targe,
base,Crimson Amulet,Crimson Amulet,Crimson 목걸이,
base,Critical Wand,Critical Wand,치명타 마법봉,
base,Crone Knife,Crone Knife,Crone Knife,
base,Crossblade Spear,Crossblade Spear,Crossblade 창,
base,Crown Mace,Crown Mace,Crown Mace,
base,Crucible Tower Shield,Crucible Tower Shield,Crucible 타워 방패,
base,Crude Bow,Crude Bow,Crude 활,
base,Crude Claw,Crude Claw,Crude Claw,
base,Cruel Talisman,Cruel Talisman,Cruel 부적,
base,Crumbling Maul,Crumbling Maul,Crumbling 대형 망치,
base,Cryptic Crown,Cryptic Crown,Cryptic Crown,
base,Cryptic Helm,Cryptic Helm,Cryptic Helm,
base,Cryptic Leggings,Cryptic Leggings,Cryptic 각반,
base,Crystal Focus,Crystal Focus,Crystal 집중구,
base,Cultist Bow,Cultist Bow,Cultist 활,
base,Cultist Crown,Cultist Crown,Cultist Crown,
base,Cultist Focus,Cultist Focus,Cultist 집중구,
base,Cultist Gauntlets,Cultist Gauntlets,Cultist Gauntlets,
base,Cultist Greathammer,Cultist Greathammer,Cultist Greathammer,
base,Cultist Tower Shield,Cultist Tower Shield,Cultist 타워 방패,
base,Cumbrous Crossbow,Cumbrous Crossbow,Cumbrous 쇠뇌,
base,Cursespeaker's Robe,Cursespeaker's Robe,Cursespeaker's 로브,
base,Cutlass,Cutlass,Cutlass,
base,Daggerfoot Shoes,Daggerfoot Shoes,Daggerfoot Shoes,
base,Dark Blade,Dark Blade,Dark Blade,
base,Dark Staff,Dark Staff,Dark Staff,
base,Dastard Armour,Dastard Armour,Dastard 방어도,
base,Death Mail,Death Mail,Death 갑옷,
base,Death Mantle,Death Mantle,Death Mantle,
base,Death Mask,Death Mask,Death Mask,
base,Decorated Helm,Decorated Helm,Decorated Helm,
base,Decrepifying Arm,Decrepifying Arm,Decrepifying Arm,
base,Dedalian Crossbow,Dedalian Crossbow,Dedalian 쇠뇌,
base,Deerstalker Hood,Deerstalker Hood,Deerstalker Hood,
base,Defiant Tower Shield,Defiant Tower Shield,Defiant 타워 방패,
base,Deflective Arm,Deflective Arm,Deflective Arm,
base,Deified Crest Shield,Deified Crest Shield,Deified Crest 방패,
base,Dekharan Crest Shield,Dekharan Crest Shield,Dekharan Crest 방패,
base,Descry Crest Shield,Descry Crest Shield,Descry Crest 방패,
base,Desert Buckler,Desert Buckler,Desert 버클러,
base,Desert Cap,Desert Cap,Desert Cap,
base,Desert Circlet,Desert Circlet,Desert Circlet,
base,Desolate Crossbow,Desolate Crossbow,Desolate 쇠뇌,
base,Detailed Mitts,Detailed Mitts,Detailed 장갑,
base,Devotional Sceptre,Devotional Sceptre,Devotional Sceptre,
base,Devouring Sceptre,Devouring Sceptre,Devouring Sceptre,
base,Devout Garb,Devout Garb,Devout 복장,
base,Diamond,Diamond,Diamond,
base,Disintegrating Maul,Disintegrating Maul,Disintegrating 대형 망치,
base,Distorted Amulet,Distorted Amulet,Distorted 목걸이,
base,Divine Crown,Divine Crown,Divine Crown,
base,Domed Helm,Domed Helm,Domed Helm,
base,Double Belt,Double Belt,Double Belt,
base,Double Limb Bow,Double Limb Bow,Double Limb 활,
base,Doubled Gauntlets,Doubled Gauntlets,Doubled Gauntlets,
base,Dousing Charm,Dousing Charm,Dousing 참,
base,Dragonscale Boots,Dragonscale Boots,Dragonscale Boots,
base,Drakeskin Boots,Drakeskin Boots,Drakeskin Boots,
base,Dread Hatchet,Dread Hatchet,Dread Hatchet,
base,Dreaming Quarterstaff,Dreaming Quarterstaff,Dreaming 육척봉,
base,Druidic Circlet,Druidic Circlet,Druidic Circlet,
base,Druidic Crown,Druidic Crown,Druidic Crown,
base,Druidic Focus,Druidic Focus,Druidic 집중구,
base,Dualstring Bow,Dualstring Bow,Dualstring 활,
base,Dueling Wand,Dueling Wand,Dueling 마법봉,
base,Dull Hatchet,Dull Hatchet,Dull Hatchet,
base,Dunerunner Sandals,Dunerunner Sandals,Dunerunner Sandals,
base,Dusk Amulet,Dusk Amulet,Dusk 목걸이,
base,Dusk Ring,Dusk Ring,Dusk 반지,
base,Dyad Crossbow,Dyad Crossbow,Dyad 쇠뇌,
base,Edged Buckler,Edged Buckler,Edged 버클러,
base,Edged Claw,Edged Claw,Edged Claw,
base,Effigial Tower Shield,Effigial Tower Shield,Effigial 타워 방패,
base,Elaborate Sandals,Elaborate Sandals,Elaborate Sandals,
base,Elegant Crossbow,Elegant Crossbow,Elegant 쇠뇌,
base,Elegant Focus,Elegant Focus,Elegant 집중구,
base,Elegant Glaive,Elegant Glaive,Elegant Glaive,
base,Elegant Greathelm,Elegant Greathelm,Elegant Greathelm,
base,Elegant Greaves,Elegant Greaves,Elegant Greaves,
base,Elegant Mitts,Elegant Mitts,Elegant 장갑,
base,Elegant Plate,Elegant Plate,Elegant Plate,
base,Elegant Slippers,Elegant Slippers,Elegant Slippers,
base,Elegant Wraps,Elegant Wraps,Elegant 손싸개,
base,Elementalist Robe,Elementalist Robe,Elementalist 로브,
base,Elite Greathelm,Elite Greathelm,Elite Greathelm,
base,Embellished Gloves,Embellished Gloves,Embellished Gloves,
base,Ember Greataxe,Ember Greataxe,Ember Greataxe,
base,Emblem Crest Shield,Emblem Crest Shield,Emblem Crest 방패,
base,Embossed Boots,Embossed Boots,Embossed Boots,
base,Embroidered Boots,Embroidered Boots,Embroidered Boots,
base,Embroidered Gloves,Embroidered Gloves,Embroidered Gloves,
base,Emerald,Emerald,Emerald,
base,Emerald Ring,Emerald Ring,Emerald 반지,
base,Empyreal Crest Shield,Empyreal Crest Shield,Empyreal Crest 방패,
base,Energy Blade One Handed,Energy Blade One Handed,에너지 Blade One Handed,
base,Energy Blade Two Handed,Energy Blade Two Handed,에너지 Blade Two Handed,
base,Engraved Bracers,Engraved Bracers,Engraved Bracers,
base,Engraved Crest Shield,Engraved Crest Shield,Engraved Crest 방패,
base,Engraved Crossbow,Engraved Crossbow,Engraved 쇠뇌,
base,Engraved Focus,Engraved Focus,Engraved 집중구,
base,Engraved Helm,Engraved Helm,Engraved Helm,
base,Engraved Knife,Engraved Knife,Engraved Knife,
base,Enlightened Robe,Enlightened Robe,Enlightened 로브,
base,Esoteric Crossbow,Esoteric Crossbow,Esoteric 쇠뇌,
base,Ethereal Blade,Ethereal Blade,Ethereal Blade,
base,Evangelist Garb,Evangelist Garb,Evangelist 복장,
base,Evasive Leg,Evasive Leg,Evasive Leg,
base,Execratus Hammer,Execratus Hammer,Execratus 망치,
base,Executioner Greataxe,Executioner Greataxe,Executioner Greataxe,
base,Explorer Armour,Explorer Armour,Explorer 방어도,
base,Exquisite Vest,Exquisite Vest,Exquisite Vest,
base,Extended Cleaver,Extended Cleaver,Extended Cleaver,
base,Face Mask,Face Mask,Face Mask,
base,Faithful Leggings,Faithful Leggings,Faithful 각반,
base,Falchion,Falchion,Falchion,
base,Falconer's Jacket,Falconer's Jacket,Falconer's Jacket,
base,Familial Talisman,Familial Talisman,Familial 부적,
base,Fanatic Bow,Fanatic Bow,Fanatic 활,
base,Fanatic Greathammer,Fanatic Greathammer,Fanatic Greathammer,
base,Fang Talisman,Fang Talisman,Fang 부적,
base,Faridun Mask,Faridun Mask,Faridun Mask,
base,Feathered Mitts,Feathered Mitts,Feathered 장갑,
base,Feathered Raiment,Feathered Raiment,Feathered 의복,
base,Feathered Robe,Feathered Robe,Feathered 로브,
base,Feathered Sandals,Feathered Sandals,Feathered Sandals,
base,Feathered Targe,Feathered Targe,Feathered Targe,
base,Feathered Tiara,Feathered Tiara,Feathered 관,
base,Felled Greatclub,Felled Greatclub,Felled Greatclub,
base,Felt Cap,Felt Cap,Felt Cap,
base,Fierce Greathelm,Fierce Greathelm,Fierce Greathelm,
base,Fine Belt,Fine Belt,Fine Belt,
base,Fine Bracers,Fine Bracers,Fine Bracers,
base,Fire Quiver,Fire Quiver,화염 화살통,
base,Firm Bracers,Firm Bracers,Firm Bracers,
base,Fishing Rod,Fishing Rod,Fishing Rod,
base,Flanged Greatblade,Flanged Greatblade,Flanged 대검,
base,Flanged Mace,Flanged Mace,Flanged Mace,
base,Flared Boots,Flared Boots,Flared Boots,
base,Flared Mace,Flared Mace,Flared Mace,
base,Flax Sandals,Flax Sandals,Flax Sandals,
base,Flexed Crossbow,Flexed Crossbow,Flexed 쇠뇌,
base,Flexile Sabatons,Flexile Sabatons,Flexile Sabatons,
base,Flowing Raiment,Flowing Raiment,Flowing 의복,
base,Flying Spear,Flying Spear,Flying 창,
base,Forest Crown,Forest Crown,Forest Crown,
base,Forge Maul,Forge Maul,Forge 대형 망치,
base,Forked Claw,Forked Claw,Forked Claw,
base,Forked Spear,Forked Spear,Forked 창,
base,Fortified Hammer,Fortified Hammer,Fortified 망치,
base,Fortress Sabatons,Fortress Sabatons,Fortress Sabatons,
base,Fortress Tower Shield,Fortress Tower Shield,Fortress 타워 방패,
base,Frayed Shoes,Frayed Shoes,Frayed Shoes,
base,Freebooter Cap,Freebooter Cap,Freebooter Cap,
base,Frenzied Talisman,Frenzied Talisman,Frenzied 부적,
base,Frigid Wand,Frigid Wand,Frigid 마법봉,
base,Full Plate,Full Plate,Full Plate,
base,Fungal Talisman,Fungal Talisman,Fungal 부적,
base,Fur Plate,Fur Plate,Fur Plate,
base,Fur-lined Targe,Fur-lined Targe,Fur-lined Targe,
base,Furtive Wraps,Furtive Wraps,Furtive 손싸개,
base,Fury Cleaver,Fury Cleaver,Fury Cleaver,
base,Fury Talisman,Fury Talisman,Fury 부적,
base,Gallant Helm,Gallant Helm,Gallant Helm,
base,Galvanic Wand,Galvanic Wand,Galvanic 마법봉,
base,Gargantuan Life Flask,Gargantuan Life Flask,Gargantuan 생명력 플라스크,
base,Gargantuan Mana Flask,Gargantuan Mana Flask,Gargantuan 마나 플라스크,
base,Garment,Garment,Garment,
base,Gauze Wraps,Gauze Wraps,Gauze 손싸개,
base,Gelid Staff,Gelid Staff,Gelid Staff,
base,Gemini Bow,Gemini Bow,Gemini 활,
base,Gemini Crossbow,Gemini Crossbow,Gemini 쇠뇌,
base,Giant Life Flask,Giant Life Flask,Giant 생명력 플라스크,
base,Giant Mana Flask,Giant Mana Flask,Giant 마나 플라스크,
base,Giant Maul,Giant Maul,Giant 대형 망치,
base,Gilded Vestments,Gilded Vestments,Gilded Vestments,
base,Gilt Leggings,Gilt Leggings,Gilt 각반,
base,Gladiator Armour,Gladiator Armour,Gladiator 방어도,
base,Gladiatoral Helm,Gladiatoral Helm,Gladiatoral Helm,
base,Gladiatorial Helm,Gladiatorial Helm,Gladiatorial Helm,
base,Glass Shank,Glass Shank,Glass Shank,
base,Gleaming Cuffs,Gleaming Cuffs,Gleaming 소맷단,
base,Gloam Amulet,Gloam Amulet,Gloam 목걸이,
base,Gloam Ring,Gloam Ring,Gloam 반지,
base,Glorious Plate,Glorious Plate,Glorious Plate,
base,Glowering Crest Shield,Glowering Crest Shield,Glowering Crest 방패,
base,Gold Amulet,Gold Amulet,Gold 목걸이,
base,Gold Circlet,Gold Circlet,Gold Circlet,
base,Gold Gloves,Gold Gloves,Gold Gloves,
base,Gold Ring,Gold Ring,Gold 반지,
base,Goldcast Cuffs,Goldcast Cuffs,Goldcast 소맷단,
base,Golden Blade,Golden Blade,Golden Blade,
base,Golden Caligae,Golden Caligae,Golden Caligae,
base,Golden Charm,Golden Charm,Golden 참,
base,Golden Flame,Golden Flame,Golden 화염,
base,Golden Hoop,Golden Hoop,Golden Hoop,
base,Golden Mail,Golden Mail,Golden 갑옷,
base,Golden Mantle,Golden Mantle,Golden Mantle,
base,Golden Obi,Golden Obi,Golden Obi,
base,Golden Targe,Golden Targe,Golden Targe,
base,Golden Visage,Golden Visage,Golden Visage,
base,Golden Wreath,Golden Wreath,Golden Wreath,
base,Goldwork Sabatons,Goldwork Sabatons,Goldwork Sabatons,
base,Goldworked Tower Shield,Goldworked Tower Shield,Goldworked 타워 방패,
base,Goliath Greathelm,Goliath Greathelm,Goliath Greathelm,
base,Gothic Quarterstaff,Gothic Quarterstaff,Gothic 육척봉,
base,Graceful Quarterstaff,Graceful Quarterstaff,Graceful 육척봉,
base,Grand Bracers,Grand Bracers,Grand Bracers,
base,Grand Cuisses,Grand Cuisses,Grand Cuisses,
base,Grand Life Flask,Grand Life Flask,Grand 생명력 플라스크,
base,Grand Mana Flask,Grand Mana Flask,Grand 마나 플라스크,
base,Grand Manchettes,Grand Manchettes,Grand Manchettes,
base,Grand Mitts,Grand Mitts,Grand 장갑,
base,Grand Regalia,Grand Regalia,Grand Regalia,
base,Grand Spear,Grand Spear,Grand 창,
base,Grand Targe,Grand Targe,Grand Targe,
base,Grand Visage,Grand Visage,Grand Visage,
base,Great Flail,Great Flail,Great 도리깨,
base,Greatbow,Greatbow,Greatbow,
base,Greater Life Flask,Greater Life Flask,Greater 생명력 플라스크,
base,Greater Mana Flask,Greater Mana Flask,Greater 마나 플라스크,
base,Greatmace,Greatmace,Greatmace,
base,Grim Gloves,Grim Gloves,Grim Gloves,
base,Grinning Mask,Grinning Mask,Grinning Mask,
base,Grounding Charm,Grounding Charm,Grounding 참,
base,Guarded Flail,Guarded Flail,Guarded 도리깨,
base,Guarded Helm,Guarded Helm,Guarded Helm,
base,Guardian Bow,Guardian Bow,Guardian 활,
base,Guardian Greathelm,Guardian Greathelm,Guardian Greathelm,
base,Guardian Quarterstaff,Guardian Quarterstaff,Guardian 육척봉,
base,Guardian Spear,Guardian Spear,Guardian 창,
base,Guarding Arm,Guarding Arm,Guarding Arm,
base,Gutspike Buckler,Gutspike Buckler,Gutspike 버클러,
base,Hallowed Crown,Hallowed Crown,Hallowed Crown,
base,Hallowed Focus,Hallowed Focus,Hallowed 집중구,
base,Hallowed Sceptre,Hallowed Sceptre,Hallowed Sceptre,
base,Hardened Bracers,Hardened Bracers,Hardened Bracers,
base,Hardleather Coat,Hardleather Coat,Hardleather Coat,
base,Hardwood Spear,Hardwood Spear,Hardwood 창,
base,Hardwood Targe,Hardwood Targe,Hardwood Targe,
base,Hatungo Garb,Hatungo Garb,Hatungo 복장,
base,Havoc Raiment,Havoc Raiment,Havoc 의복,
base,Hawker's Jacket,Hawker's Jacket,Hawker's Jacket,
base,Heartcarver Mantle,Heartcarver Mantle,Heartcarver Mantle,
base,Heavy Belt,Heavy Belt,Heavy Belt,
base,Heavy Bow,Heavy Bow,Heavy 활,
base,Heavy Crown,Heavy Crown,Heavy Crown,
base,Heavy Greathammer,Heavy Greathammer,Heavy Greathammer,
base,Heavy Plate,Heavy Plate,Heavy Plate,
base,Hefty Quarterstaff,Hefty Quarterstaff,Hefty 육척봉,
base,Heirloom Cuffs,Heirloom Cuffs,Heirloom 소맷단,
base,Helix Spear,Helix Spear,Helix 창,
base,Heraldric Tower Shield,Heraldric Tower Shield,Heraldric 타워 방패,
base,Hermit Garb,Hermit Garb,Hermit 복장,
base,Heroic Armour,Heroic Armour,Heroic 방어도,
base,Hewn Mask,Hewn Mask,Hewn Mask,
base,Hexer's Robe,Hexer's Robe,Hexer's 로브,
base,Holy Flail,Holy Flail,Holy 도리깨,
base,Homeguard Greathelm,Homeguard Greathelm,Homeguard Greathelm,
base,Hooded Mask,Hooded Mask,Hooded Mask,
base,Hook Axe,Hook Axe,Hook Axe,
base,Hooked Claw,Hooked Claw,Hooked Claw,
base,Horned Crown,Horned Crown,Horned Crown,
base,Howling Talisman,Howling Talisman,Howling 부적,
base,Hunter Hood,Hunter Hood,Hunter Hood,
base,Hunting Bracers,Hunting Bracers,Hunting Bracers,
base,Hunting Coat,Hunting Coat,Hunting Coat,
base,Hunting Shoes,Hunting Shoes,Hunting Shoes,
base,Hunting Spear,Hunting Spear,Hunting 창,
base,Icicle Flail,Icicle Flail,Icicle 도리깨,
base,Icicle Staff,Icicle Staff,Icicle Staff,
base,Imperial Greathelm,Imperial Greathelm,Imperial Greathelm,
base,Imperial Robe,Imperial Robe,Imperial 로브,
base,Inquisitor Crown,Inquisitor Crown,Inquisitor Crown,
base,Intricate Crest Shield,Intricate Crest Shield,Intricate Crest 방패,
base,Intricate Gloves,Intricate Gloves,Intricate Gloves,
base,Iron Buckler,Iron Buckler,Iron 버클러,
base,Iron Crown,Iron Crown,Iron Crown,
base,Iron Cuirass,Iron Cuirass,Iron 흉갑,
base,Iron Flail,Iron Flail,Iron 도리깨,
base,Iron Greatsword,Iron Greatsword,Iron Greatsword,
base,Iron Greaves,Iron Greaves,Iron Greaves,
base,Iron Ring,Iron Ring,Iron 반지,
base,Ironclad Vestments,Ironclad Vestments,Ironclad Vestments,
