domain,key,en,ko,aliases
gem,Metadata/Items/Gems/SkillGemAtzirisImpatienceSupport,Atziri's Impatience,Atziri's Impatience,
gem,Metadata/Items/Gems/SkillGemAutoReloadSupport,Auto Reload,Auto Reload,
gem,Metadata/Items/Gems/SkillGemBallLightning,Ball Lightning,Ball 번개,
gem,Metadata/Items/Gems/SkillGemBarbsSupport,Barbs I,Barbs I,
gem,Metadata/Items/Gems/SkillGemBarbsSupportThree,Barbs III,Barbs III,
gem,Metadata/Items/Gems/SkillGemBarbsSupportTwo,Barbs II,Barbs II,
gem,Metadata/Items/Gems/SkillGemBarkskin,Barkskin,Barkskin,
gem,Metadata/Items/Gems/SkillGemBarrage,Barrage,Barrage,
gem,Metadata/Items/Gems/SkillGemBarrierInvocation,Barrier Invocation,방벽 Invocation,
gem,Metadata/Items/Gems/SkillGemBattershoutSupport,Battershout,Battershout,
gem,Metadata/Items/Gems/SkillGemBearFuryOfTheMountain,Fury of the Mountain,Fury의 the Mountain,
gem,Metadata/Items/Gems/SkillGemBearMaul,Maul,대형 망치,
gem,Metadata/Items/Gems/SkillGemBearRampage,Rampage,Rampage,
gem,Metadata/Items/Gems/SkillGemBeheadSupport,Behead I,Behead I,
gem,Metadata/Items/Gems/SkillGemBeheadSupportTwo,Behead II,Behead II,
gem,Metadata/Items/Gems/SkillGemBerserk,Berserk,Berserk,
gem,Metadata/Items/Gems/SkillGemBhatairsVengeanceSupport,Bhatair's Vengeance,Bhatair's Vengeance,
gem,Metadata/Items/Gems/SkillGemBiddingSupport,Bidding I,Bidding I,
gem,Metadata/Items/Gems/SkillGemBiddingSupportThree,Bidding III,Bidding III,
gem,Metadata/Items/Gems/SkillGemBiddingSupportTwo,Bidding II,Bidding II,
gem,Metadata/Items/Gems/SkillGemBitingFrostSupport,Biting Frost I,Biting 서리 I,
gem,Metadata/Items/Gems/SkillGemBitingFrostSupportTwo,Biting Frost II,Biting 서리 II,
gem,Metadata/Items/Gems/SkillGemBlackPowderBlitzReservation,Black Powder Blitz,Black Powder Blitz,
gem,Metadata/Items/Gems/SkillGemBlasphemy,Blasphemy,Blasphemy,
gem,Metadata/Items/Gems/SkillGemBlazingCriticalSupport,Blazing Critical,Blazing 치명타,
gem,Metadata/Items/Gems/SkillGemBleedSupport,Bleed I,출혈 I,
gem,Metadata/Items/Gems/SkillGemBleedSupportFour,Bleed IV,출혈 IV,
gem,Metadata/Items/Gems/SkillGemBleedSupportThree,Bleed III,출혈 III,
gem,Metadata/Items/Gems/SkillGemBleedSupportTwo,Bleed II,출혈 II,
gem,Metadata/Items/Gems/SkillGemBlindSupport,Blind I,Blind I,
gem,Metadata/Items/Gems/SkillGemBlindSupportTwo,Blind II,Blind II,
gem,Metadata/Items/Gems/SkillGemBlindsideSupport,Blindside,Blindside,
gem,Metadata/Items/Gems/SkillGemBlinkReservation,Blink,Blink,
gem,Metadata/Items/Gems/SkillGemBloodBoil,Blood Boil,피 Boil,
gem,Metadata/Items/Gems/SkillGemBloodFountainSupport,Font of Blood,Font의 피,
gem,Metadata/Items/Gems/SkillGemBloodHunt,Blood Hunt,피 Hunt,
gem,Metadata/Items/Gems/SkillGemBloodMagicSupport,Lifetap,Lifetap,
gem,Metadata/Items/Gems/SkillGemBloodhoundsMark,Bloodhound's Mark,Bloodhound's 징표,
gem,Metadata/Items/Gems/SkillGemBloodlustSupport,Bloodlust,Bloodlust,
gem,Metadata/Items/Gems/SkillGemBoneBlast,Bone Blast,뼈 Blast,
gem,Metadata/Items/Gems/SkillGemBoneCage,Bone Cage,뼈 Cage,
gem,Metadata/Items/Gems/SkillGemBoneOffering,Bone Offering,뼈 공물,
gem,Metadata/Items/Gems/SkillGemBoneShrapnelSupport,Bone Shrapnel,뼈 Shrapnel,
gem,Metadata/Items/Gems/SkillGemBoneshatter,Boneshatter,Boneshatter,
gem,Metadata/Items/Gems/SkillGemBonestorm,Bonestorm,Bonestorm,
gem,Metadata/Items/Gems/SkillGemBoundlessEnergySupport,Boundless Energy I,Boundless 에너지 I,
gem,Metadata/Items/Gems/SkillGemBoundlessEnergySupportTwo,Boundless Energy II,Boundless 에너지 II,
gem,Metadata/Items/Gems/SkillGemBountySupport,Bounty I,Bounty I,
gem,Metadata/Items/Gems/SkillGemBountySupportTwo,Bounty II,Bounty II,
gem,Metadata/Items/Gems/SkillGemBrambleslamSupport,Brambleslam,Brambleslam,
gem,Metadata/Items/Gems/SkillGemBranchingFissuresSupport,Branching Fissures I,Branching Fissures I,
gem,Metadata/Items/Gems/SkillGemBranchingFissuresSupportTwo,Branching Fissures II,Branching Fissures II,
gem,Metadata/Items/Gems/SkillGemBriarpatch,Briarpatch,Briarpatch,
gem,Metadata/Items/Gems/SkillGemBrinkSupport,Brink I,Brink I,
gem,Metadata/Items/Gems/SkillGemBrinkSupportTwo,Brink II,Brink II,
gem,Metadata/Items/Gems/SkillGemBrittleArmourSupport,Brittle Armour,Brittle 방어도,
gem,Metadata/Items/Gems/SkillGemBrutalitySupport,Brutality I,Brutality I,
gem,Metadata/Items/Gems/SkillGemBrutalitySupportThree,Brutality III,Brutality III,
gem,Metadata/Items/Gems/SkillGemBrutalitySupportTwo,Brutality II,Brutality II,
gem,Metadata/Items/Gems/SkillGemBrutusBrainSupport,Brutus' Brain,Brutus' Brain,
gem,Metadata/Items/Gems/SkillGemBurgeonSupport,Burgeon I,Burgeon I,
gem,Metadata/Items/Gems/SkillGemBurgeonSupportTwo,Burgeon II,Burgeon II,
gem,Metadata/Items/Gems/SkillGemBurningRunesSupport,Burning Inscription,Burning Inscription,
gem,Metadata/Items/Gems/SkillGemCadenceSupport,Cadence,Cadence,
gem,Metadata/Items/Gems/SkillGemCaltropsSupport,Caltrops,마름쇠,
gem,Metadata/Items/Gems/SkillGemCannibalismSupport,Cannibalism I,Cannibalism I,
gem,Metadata/Items/Gems/SkillGemCannibalismSupportTwo,Cannibalism II,Cannibalism II,
gem,Metadata/Items/Gems/SkillGemCastCurseOnBlock,Curse on Block,저주 시 막기,
gem,Metadata/Items/Gems/SkillGemCastFireSpellOnHit,Fire Spell on Hit,화염 주문 시 명중,
gem,Metadata/Items/Gems/SkillGemCastLightningSpellOnHit,Thundergod's Wrath,Thundergod's Wrath,
gem,Metadata/Items/Gems/SkillGemCastOnBlock,Cast on Block,시전 시 막기,
gem,Metadata/Items/Gems/SkillGemCastOnCharmUse,Cast on Charm Use,시전 시 참 사용,
gem,Metadata/Items/Gems/SkillGemCastOnCriticalStrike,Cast on Critical,시전 시 치명타,
gem,Metadata/Items/Gems/SkillGemCastOnDodge,Cast on Dodge,시전 시 Dodge,
gem,Metadata/Items/Gems/SkillGemCastOnElementalAilment,Cast on Elemental Ailment,시전 시 원소 상태 이상,
gem,Metadata/Items/Gems/SkillGemCastOnMeleeKill,Cast on Melee Kill,시전 시 근접 Kill,
gem,Metadata/Items/Gems/SkillGemCastOnMeleeStun,Cast on Melee Stun,시전 시 근접 기절,
gem,Metadata/Items/Gems/SkillGemCastOnMinionDeath,Cast on Minion Death,시전 시 소환수 Death,
gem,Metadata/Items/Gems/SkillGemCatalysingElementsSupport,Catalysing Elements,Catalysing Elements,
gem,Metadata/Items/Gems/SkillGemCatharsisSupport,Catharsis,Catharsis,
gem,Metadata/Items/Gems/SkillGemChainSupport,Chain I,연쇄 I,
gem,Metadata/Items/Gems/SkillGemChainSupportThree,Chain III,연쇄 III,
gem,Metadata/Items/Gems/SkillGemChainSupportTwo,Chain II,연쇄 II,
gem,Metadata/Items/Gems/SkillGemChaosMasterySupport,Chaos Mastery,카오스 숙련,
gem,Metadata/Items/Gems/SkillGemChaosbolt,Chaos Bolt,카오스 화살,
gem,Metadata/Items/Gems/SkillGemChaoticFreezeSupport,Chaotic Freeze,Chaotic 동결,
gem,Metadata/Items/Gems/SkillGemChargeInhibitionSupport,Inhibitor,Inhibitor,
gem,Metadata/Items/Gems/SkillGemChargeProfusionSupport,Charge Profusion I,충전 Profusion I,
gem,Metadata/Items/Gems/SkillGemChargeProfusionSupportTwo,Charge Profusion II,충전 Profusion II,
gem,Metadata/Items/Gems/SkillGemChargeRegulation,Charge Regulation,충전 Regulation,
gem,Metadata/Items/Gems/SkillGemChargedMarkSupport,Charged Mark,Charged 징표,
gem,Metadata/Items/Gems/SkillGemChargedShotsSupport,Charged Shots I,Charged Shots I,
gem,Metadata/Items/Gems/SkillGemChargedShotsSupportTwo,Charged Shots II,Charged Shots II,
gem,Metadata/Items/Gems/SkillGemChargedStaff,Charged Staff,Charged Staff,
gem,Metadata/Items/Gems/SkillGemCharmBountySupport,Charm Bounty,참 Bounty,
gem,Metadata/Items/Gems/SkillGemChillingIceSupport,Frost Nexus,서리 Nexus,
gem,Metadata/Items/Gems/SkillGemCirelsCultivationSupport,Cirel's Cultivation,Cirel's Cultivation,
gem,Metadata/Items/Gems/SkillGemClaritySupport,Clarity I,Clarity I,
gem,Metadata/Items/Gems/SkillGemClaritySupportTwo,Clarity II,Clarity II,
gem,Metadata/Items/Gems/SkillGemClashSupport,Clash,Clash,
gem,Metadata/Items/Gems/SkillGemCloseCombatSupport,Close Combat I,Close 전투 I,
gem,Metadata/Items/Gems/SkillGemCloseCombatSupportTwo,Close Combat II,Close 전투 II,
gem,Metadata/Items/Gems/SkillGemClusterGrenade,Cluster Grenade,Cluster 수류탄,
gem,Metadata/Items/Gems/SkillGemColdExposureSupport,Cold Exposure,냉기 Exposure,
gem,Metadata/Items/Gems/SkillGemColdMasterySupport,Cold Mastery,냉기 숙련,
gem,Metadata/Items/Gems/SkillGemColdPenetrationSupport,Cold Penetration,냉기 Penetration,
gem,Metadata/Items/Gems/SkillGemCombatFrenzy,Combat Frenzy,전투 격분,
gem,Metadata/Items/Gems/SkillGemCombatReloadSupport,Ratha's Assault,Ratha's Assault,
gem,Metadata/Items/Gems/SkillGemComboFinisherSupport,Combo Finisher I,Combo Finisher I,
gem,Metadata/Items/Gems/SkillGemComboFinisherSupportTwo,Combo Finisher II,Combo Finisher II,
gem,Metadata/Items/Gems/SkillGemComet,Comet,Comet,
gem,Metadata/Items/Gems/SkillGemCommandmentSupport,Commandment,Commandment,
gem,Metadata/Items/Gems/SkillGemCommiserateSupport,Commiserate,Commiserate,
gem,Metadata/Items/Gems/SkillGemCompressedDurationSupport,Compressed Duration I,Compressed 지속시간 I,
gem,Metadata/Items/Gems/SkillGemCompressedDurationSupportTwo,Compressed Duration II,Compressed 지속시간 II,
gem,Metadata/Items/Gems/SkillGemConcentratedAreaSupport,Concentrated Area,Concentrated 범위,
gem,Metadata/Items/Gems/SkillGemConcoctSupport,Concoct I,Concoct I,
gem,Metadata/Items/Gems/SkillGemConcoctSupportTwo,Concoct II,Concoct II,
gem,Metadata/Items/Gems/SkillGemConcussiveSpellsSupport,Concussive Spells,Concussive Spells,
gem,Metadata/Items/Gems/SkillGemConductivity,Conductivity,Conductivity,
gem,Metadata/Items/Gems/SkillGemConsideredCastingSupport,Considered Casting,Considered Casting,
gem,Metadata/Items/Gems/SkillGemContagion,Contagion,Contagion,
gem,Metadata/Items/Gems/SkillGemControlledDestructionSupport,Controlled Destruction,Controlled Destruction,
gem,Metadata/Items/Gems/SkillGemControlledHazardSupport,Controlled Hazard,Controlled Hazard,
gem,Metadata/Items/Gems/SkillGemConvalescence,Convalescence,Convalescence,
gem,Metadata/Items/Gems/SkillGemCoolHeadedSupport,Cool Headed,Cool Headed,
gem,Metadata/Items/Gems/SkillGemCooldownRecoverySupport,Cooldown Recovery I,Cooldown Recovery I,
gem,Metadata/Items/Gems/SkillGemCooldownRecoverySupportTwo,Cooldown Recovery II,Cooldown Recovery II,
gem,Metadata/Items/Gems/SkillGemCorpseCloud,Decompose,Decompose,
gem,Metadata/Items/Gems/SkillGemCorpseConservationSupport,Corpse Conservation,Corpse 보존,
gem,Metadata/Items/Gems/SkillGemCorrosion,Corrosion,Corrosion,
gem,Metadata/Items/Gems/SkillGemCorruptingCrySupport,Corrupting Cry I,Corrupting 함성 I,
gem,Metadata/Items/Gems/SkillGemCorruptingCrySupportThree,Paquate's Pact,Paquate's Pact,
gem,Metadata/Items/Gems/SkillGemCorruptingCrySupportTwo,Corrupting Cry II,Corrupting 함성 II,
gem,Metadata/Items/Gems/SkillGemCracklingBarrierSupport,Crackling Barrier,Crackling 방벽,
gem,Metadata/Items/Gems/SkillGemCracklingPalm,Crackling Palm,Crackling Palm,
gem,Metadata/Items/Gems/SkillGemCraterSupport,Crater,Crater,
gem,Metadata/Items/Gems/SkillGemCrazedMinionsSupport,Crazed Minions,Crazed 소환수,
gem,Metadata/Items/Gems/SkillGemCreepingChillSupport,Creeping Chill,Creeping 냉각,
gem,Metadata/Items/Gems/SkillGemCrescendoSupport,Crescendo I,Crescendo I,
gem,Metadata/Items/Gems/SkillGemCrescendoSupportThree,Crescendo III,Crescendo III,
gem,Metadata/Items/Gems/SkillGemCrescendoSupportTwo,Crescendo II,Crescendo II,
gem,Metadata/Items/Gems/SkillGemCrossbowRequiem,Requiem,Requiem,
gem,Metadata/Items/Gems/SkillGemCrystallineShardsSupport,Crystalline Shards,Crystalline Shards,
gem,Metadata/Items/Gems/SkillGemCullTheWeak,Cull The Weak,Cull The Weak,
gem,Metadata/Items/Gems/SkillGemCullingStrikeSupport,Culling Strike I,Culling Strike I,
gem,Metadata/Items/Gems/SkillGemCullingStrikeSupportTwo,Culling Strike II,Culling Strike II,
gem,Metadata/Items/Gems/SkillGemCulminationSupport,Culmination I,Culmination I,
gem,Metadata/Items/Gems/SkillGemCulminationSupportTwo,Culmination II,Culmination II,
gem,Metadata/Items/Gems/SkillGemCurseEffectSupport,Heightened Curse,Heightened 저주,
gem,Metadata/Items/Gems/SkillGemCursedGroundSupport,Cursed Ground,Cursed Ground,
gem,Metadata/Items/Gems/SkillGemDanseMacabreSupport,Danse Macabre,Danse Macabre,
gem,Metadata/Items/Gems/SkillGemDaressosPassionSupport,Daresso's Passion,Daresso's Passion,
gem,Metadata/Items/Gems/SkillGemDarkEffigy,Dark Effigy,Dark Effigy,
gem,Metadata/Items/Gems/SkillGemDauntlessSupport,Dauntless,Dauntless,
gem,Metadata/Items/Gems/SkillGemDazeSupport,Daze,Daze,
gem,Metadata/Items/Gems/SkillGemDazedBreakSupport,Break Posture,파괴 Posture,
gem,Metadata/Items/Gems/SkillGemDazingCrySupport,Dazing Cry,Dazing 함성,
gem,Metadata/Items/Gems/SkillGemDazzleSupport,Dazzle,Dazzle,
gem,Metadata/Items/Gems/SkillGemDeadlyCurrentSupport,Coursing Current,Coursing Current,
gem,Metadata/Items/Gems/SkillGemDeadlyHeraldsSupport,Deadly Herald,Deadly Herald,
gem,Metadata/Items/Gems/SkillGemDeadlyIgnitesSupport,Searing Flame I,Searing 화염 I,
gem,Metadata/Items/Gems/SkillGemDeadlyIgnitesSupportTwo,Searing Flame II,Searing 화염 II,
gem,Metadata/Items/Gems/SkillGemDeadlyPoisonSupport,Deadly Poison I,Deadly 독 I,
gem,Metadata/Items/Gems/SkillGemDeadlyPoisonSupportTwo,Deadly Poison II,Deadly 독 II,
gem,Metadata/Items/Gems/SkillGemDeathmarchSupport,Deathmarch,Deathmarch,
gem,Metadata/Items/Gems/SkillGemDecayingHexSupport,Decaying Hex,Decaying 사술,
gem,Metadata/Items/Gems/SkillGemDeepCutsSupport,Deep Cuts I,Deep Cuts I,
gem,Metadata/Items/Gems/SkillGemDeepCutsSupportTwo,Deep Cuts II,Deep Cuts II,
gem,Metadata/Items/Gems/SkillGemDefianceBanner,Defiance Banner,Defiance 깃발,
gem,Metadata/Items/Gems/SkillGemDefySupport,Defy I,Defy I,
gem,Metadata/Items/Gems/SkillGemDefySupportTwo,Defy II,Defy II,
gem,Metadata/Items/Gems/SkillGemDelayedGratificationSupport,Delayed Gratification,Delayed Gratification,
gem,Metadata/Items/Gems/SkillGemDelayedReactionSupport,Delayed Reaction,Delayed Reaction,
gem,Metadata/Items/Gems/SkillGemDeliberationSupport,Deliberation,Deliberation,
gem,Metadata/Items/Gems/SkillGemDemonForm,Demon Form,악마 Form,
gem,Metadata/Items/Gems/SkillGemDerangeSupport,Derange,Derange,
gem,Metadata/Items/Gems/SkillGemDespair,Despair,Despair,
gem,Metadata/Items/Gems/SkillGemDesperationSupport,Desperation,Desperation,
gem,Metadata/Items/Gems/SkillGemDetonateDead,Detonate Dead,Detonate 시체,
gem,Metadata/Items/Gems/SkillGemDetonateMinion,Detonate Minion,Detonate 소환수,
gem,Metadata/Items/Gems/SkillGemDetonatingArrow,Detonating Arrow,Detonating 화살,
gem,Metadata/Items/Gems/SkillGemDevastateSupport,Devastate,Devastate,
gem,Metadata/Items/Gems/SkillGemDiallasDesireSupport,Dialla's Desire,Dialla's Desire,
gem,Metadata/Items/Gems/SkillGemDirestrikeSupport,Direstrike I,Direstrike I,
gem,Metadata/Items/Gems/SkillGemDirestrikeSupportTwo,Direstrike II,Direstrike II,
gem,Metadata/Items/Gems/SkillGemDiscipline,Discipline,Discipline,
gem,Metadata/Items/Gems/SkillGemDisengage,Disengage,Disengage,
gem,Metadata/Items/Gems/SkillGemDoedresUndoingSupport,Doedre's Undoing,Doedre's Undoing,
gem,Metadata/Items/Gems/SkillGemDoubleBarrelSupport,Double Barrel I,Double Barrel I,
gem,Metadata/Items/Gems/SkillGemDoubleBarrelSupportThree,Double Barrel III,Double Barrel III,
gem,Metadata/Items/Gems/SkillGemDoubleBarrelSupportTwo,Double Barrel II,Double Barrel II,
gem,Metadata/Items/Gems/SkillGemDrainedAilmentSupport,Drain Ailments,Drain 상태 이상,
gem,Metadata/Items/Gems/SkillGemDreadBanner,Dread Banner,Dread 깃발,
gem,Metadata/Items/Gems/SkillGemDurabilitySupport,Durability,Durability,
gem,Metadata/Items/Gems/SkillGemEarthquake,Earthquake,지진,
gem,Metadata/Items/Gems/SkillGemEarthshatter,Earthshatter,Earthshatter,
gem,Metadata/Items/Gems/SkillGemEchoingCrySupport,Echoing Cry,Echoing 함성,
gem,Metadata/Items/Gems/SkillGemEfficiencySupport,Efficiency I,효율 I,
gem,Metadata/Items/Gems/SkillGemEfficiencySupportTwo,Efficiency II,효율 II,
gem,Metadata/Items/Gems/SkillGemEinharsBeastriteSupport,Einhar's Beastrite,Einhar's Beastrite,
gem,Metadata/Items/Gems/SkillGemElectrocuteSupport,Electrocute,Electrocute,
gem,Metadata/Items/Gems/SkillGemElectrocutingArrow,Electrocuting Arrow,Electrocuting 화살,
gem,Metadata/Items/Gems/SkillGemElementalArmamentSupport,Elemental Armament I,원소 Armament I,
gem,Metadata/Items/Gems/SkillGemElementalArmamentSupportThree,Elemental Armament III,원소 Armament III,
gem,Metadata/Items/Gems/SkillGemElementalArmamentSupportTwo,Elemental Armament II,원소 Armament II,
gem,Metadata/Items/Gems/SkillGemElementalArmySupport,Elemental Army,원소 Army,
gem,Metadata/Items/Gems/SkillGemElementalConflux,Elemental Conflux,원소 Conflux,
gem,Metadata/Items/Gems/SkillGemElementalDischarge,Elemental Discharge,원소 Discharge,
gem,Metadata/Items/Gems/SkillGemElementalFocusSupport,Elemental Focus,원소 집중구,
gem,Metadata/Items/Gems/SkillGemElementalInvocation,Elemental Invocation,원소 Invocation,
gem,Metadata/Items/Gems/SkillGemElementalSundering,Elemental Sundering,원소 Sundering,
gem,Metadata/Items/Gems/SkillGemElementalWeakness,Elemental Weakness,원소 Weakness,
gem,Metadata/Items/Gems/SkillGemEmberFusillade,Ember Fusillade,Ember Fusillade,
gem,Metadata/Items/Gems/SkillGemEmbitterSupport,Embitter,Embitter,
gem,Metadata/Items/Gems/SkillGemEmergencyReload,Emergency Reload,Emergency Reload,
gem,Metadata/Items/Gems/SkillGemEmpoweredCullSupport,Murderous Intent,Murderous Intent,
gem,Metadata/Items/Gems/SkillGemEmpoweredDamageSupport,Premeditation,Premeditation,
gem,Metadata/Items/Gems/SkillGemEncroachingGroundSupport,Encroaching Ground,Encroaching Ground,
gem,Metadata/Items/Gems/SkillGemEnduranceChargeOnArmourBreakSupport,Break Endurance,파괴 인내,
gem,Metadata/Items/Gems/SkillGemEnergyBarrierSupport,Energy Barrier,에너지 방벽,
gem,Metadata/Items/Gems/SkillGemEnergyCapacitorSupport,Energy Capacitor,에너지 Capacitor,
gem,Metadata/Items/Gems/SkillGemEnergyRetentionSupport,Energy Retention,에너지 Retention,
gem,Metadata/Items/Gems/SkillGemEnergyShieldOnShockKillSupport,Shock Siphon,감전 Siphon,
gem,Metadata/Items/Gems/SkillGemEnfeeble,Enfeeble,Enfeeble,
gem,Metadata/Items/Gems/SkillGemEnragedWarcrySupport,Enraged Warcry I,Enraged Warcry I,
